イベントID,地震発生場所,地震発生時刻,観測点で地震を検知した時刻,緯度,経度,マグニチュード,県名称,市町村名称,最大震度,震度観測点の情報
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,宮城県,登米市,3,丸森町鳥屋＊ 丸森町上滝 白石市亘理町＊ 仙台空港 名取市増田＊ 角田市角田＊ 岩沼市桜＊ 蔵王町円田＊ 大河原町新南＊ 村田町村田＊ 柴田町船岡 宮城川崎町前川＊ 亘理町悠里＊ 山元町浅生原＊ 七ヶ宿町関＊ 石巻市桃生町＊ 石巻市大街道南＊ 石巻市相野谷＊ 石巻市前谷地＊ 石巻市泉町 石巻市大瓜 石巻市鮎川浜＊ 石巻市北上町＊ 石巻市雄勝町＊ 塩竈市今宮町＊ 東松島市小野＊ 東松島市矢本＊ 松島町高城 七ヶ浜町東宮浜＊ 利府町利府＊ 大郷町粕川＊ 仙台青葉区大倉 仙台青葉区作並＊ 仙台青葉区雨宮＊ 仙台青葉区落合＊ 仙台宮城野区五輪 仙台宮城野区苦竹＊ 仙台若林区遠見塚＊ 仙台太白区山田＊ 仙台泉区将監＊ 多賀城市中央＊ 富谷市富谷＊ 大和町吉岡＊ 大衡村大衡＊ 女川町女川＊ 登米市中田町 登米市豊里町＊ 登米市登米町＊ 登米市米山町＊ 登米市南方町＊ 登米市迫町＊ 登米市東和町＊ 登米市石越町＊ 登米市津山町＊ 栗原市築館＊ 栗原市高清水＊ 栗原市若柳＊ 栗原市栗駒 栗原市鶯沢＊ 栗原市花山＊ 栗原市志波姫＊ 栗原市金成＊ 栗原市一迫＊ 大崎市古川三日町 大崎市古川大崎 大崎市古川旭＊ 大崎市松山＊ 大崎市三本木＊ 大崎市田尻＊ 大崎市鳴子＊ 大崎市鹿島台＊ 大崎市岩出山＊ 色麻町四竈＊ 涌谷町新町裏 宮城美里町木間塚＊ 宮城美里町北浦＊ 気仙沼市赤岩 気仙沼市笹が陣＊ 気仙沼市唐桑町＊ 気仙沼市本吉町西川内 気仙沼市本吉町津谷＊ 宮城加美町中新田＊ 宮城加美町小野田＊ 宮城加美町宮崎＊ 南三陸町歌津＊ 南三陸町志津川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,宮城県,栗原市,3,丸森町鳥屋＊ 丸森町上滝 白石市亘理町＊ 仙台空港 名取市増田＊ 角田市角田＊ 岩沼市桜＊ 蔵王町円田＊ 大河原町新南＊ 村田町村田＊ 柴田町船岡 宮城川崎町前川＊ 亘理町悠里＊ 山元町浅生原＊ 七ヶ宿町関＊ 石巻市桃生町＊ 石巻市大街道南＊ 石巻市相野谷＊ 石巻市前谷地＊ 石巻市泉町 石巻市大瓜 石巻市鮎川浜＊ 石巻市北上町＊ 石巻市雄勝町＊ 塩竈市今宮町＊ 東松島市小野＊ 東松島市矢本＊ 松島町高城 七ヶ浜町東宮浜＊ 利府町利府＊ 大郷町粕川＊ 仙台青葉区大倉 仙台青葉区作並＊ 仙台青葉区雨宮＊ 仙台青葉区落合＊ 仙台宮城野区五輪 仙台宮城野区苦竹＊ 仙台若林区遠見塚＊ 仙台太白区山田＊ 仙台泉区将監＊ 多賀城市中央＊ 富谷市富谷＊ 大和町吉岡＊ 大衡村大衡＊ 女川町女川＊ 登米市中田町 登米市豊里町＊ 登米市登米町＊ 登米市米山町＊ 登米市南方町＊ 登米市迫町＊ 登米市東和町＊ 登米市石越町＊ 登米市津山町＊ 栗原市築館＊ 栗原市高清水＊ 栗原市若柳＊ 栗原市栗駒 栗原市鶯沢＊ 栗原市花山＊ 栗原市志波姫＊ 栗原市金成＊ 栗原市一迫＊ 大崎市古川三日町 大崎市古川大崎 大崎市古川旭＊ 大崎市松山＊ 大崎市三本木＊ 大崎市田尻＊ 大崎市鳴子＊ 大崎市鹿島台＊ 大崎市岩出山＊ 色麻町四竈＊ 涌谷町新町裏 宮城美里町木間塚＊ 宮城美里町北浦＊ 気仙沼市赤岩 気仙沼市笹が陣＊ 気仙沼市唐桑町＊ 気仙沼市本吉町西川内 気仙沼市本吉町津谷＊ 宮城加美町中新田＊ 宮城加美町小野田＊ 宮城加美町宮崎＊ 南三陸町歌津＊ 南三陸町志津川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,宮城県,大崎市,3,丸森町鳥屋＊ 丸森町上滝 白石市亘理町＊ 仙台空港 名取市増田＊ 角田市角田＊ 岩沼市桜＊ 蔵王町円田＊ 大河原町新南＊ 村田町村田＊ 柴田町船岡 宮城川崎町前川＊ 亘理町悠里＊ 山元町浅生原＊ 七ヶ宿町関＊ 石巻市桃生町＊ 石巻市大街道南＊ 石巻市相野谷＊ 石巻市前谷地＊ 石巻市泉町 石巻市大瓜 石巻市鮎川浜＊ 石巻市北上町＊ 石巻市雄勝町＊ 塩竈市今宮町＊ 東松島市小野＊ 東松島市矢本＊ 松島町高城 七ヶ浜町東宮浜＊ 利府町利府＊ 大郷町粕川＊ 仙台青葉区大倉 仙台青葉区作並＊ 仙台青葉区雨宮＊ 仙台青葉区落合＊ 仙台宮城野区五輪 仙台宮城野区苦竹＊ 仙台若林区遠見塚＊ 仙台太白区山田＊ 仙台泉区将監＊ 多賀城市中央＊ 富谷市富谷＊ 大和町吉岡＊ 大衡村大衡＊ 女川町女川＊ 登米市中田町 登米市豊里町＊ 登米市登米町＊ 登米市米山町＊ 登米市南方町＊ 登米市迫町＊ 登米市東和町＊ 登米市石越町＊ 登米市津山町＊ 栗原市築館＊ 栗原市高清水＊ 栗原市若柳＊ 栗原市栗駒 栗原市鶯沢＊ 栗原市花山＊ 栗原市志波姫＊ 栗原市金成＊ 栗原市一迫＊ 大崎市古川三日町 大崎市古川大崎 大崎市古川旭＊ 大崎市松山＊ 大崎市三本木＊ 大崎市田尻＊ 大崎市鳴子＊ 大崎市鹿島台＊ 大崎市岩出山＊ 色麻町四竈＊ 涌谷町新町裏 宮城美里町木間塚＊ 宮城美里町北浦＊ 気仙沼市赤岩 気仙沼市笹が陣＊ 気仙沼市唐桑町＊ 気仙沼市本吉町西川内 気仙沼市本吉町津谷＊ 宮城加美町中新田＊ 宮城加美町小野田＊ 宮城加美町宮崎＊ 南三陸町歌津＊ 南三陸町志津川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,宮城県,色麻町,3,丸森町鳥屋＊ 丸森町上滝 白石市亘理町＊ 仙台空港 名取市増田＊ 角田市角田＊ 岩沼市桜＊ 蔵王町円田＊ 大河原町新南＊ 村田町村田＊ 柴田町船岡 宮城川崎町前川＊ 亘理町悠里＊ 山元町浅生原＊ 七ヶ宿町関＊ 石巻市桃生町＊ 石巻市大街道南＊ 石巻市相野谷＊ 石巻市前谷地＊ 石巻市泉町 石巻市大瓜 石巻市鮎川浜＊ 石巻市北上町＊ 石巻市雄勝町＊ 塩竈市今宮町＊ 東松島市小野＊ 東松島市矢本＊ 松島町高城 七ヶ浜町東宮浜＊ 利府町利府＊ 大郷町粕川＊ 仙台青葉区大倉 仙台青葉区作並＊ 仙台青葉区雨宮＊ 仙台青葉区落合＊ 仙台宮城野区五輪 仙台宮城野区苦竹＊ 仙台若林区遠見塚＊ 仙台太白区山田＊ 仙台泉区将監＊ 多賀城市中央＊ 富谷市富谷＊ 大和町吉岡＊ 大衡村大衡＊ 女川町女川＊ 登米市中田町 登米市豊里町＊ 登米市登米町＊ 登米市米山町＊ 登米市南方町＊ 登米市迫町＊ 登米市東和町＊ 登米市石越町＊ 登米市津山町＊ 栗原市築館＊ 栗原市高清水＊ 栗原市若柳＊ 栗原市栗駒 栗原市鶯沢＊ 栗原市花山＊ 栗原市志波姫＊ 栗原市金成＊ 栗原市一迫＊ 大崎市古川三日町 大崎市古川大崎 大崎市古川旭＊ 大崎市松山＊ 大崎市三本木＊ 大崎市田尻＊ 大崎市鳴子＊ 大崎市鹿島台＊ 大崎市岩出山＊ 色麻町四竈＊ 涌谷町新町裏 宮城美里町木間塚＊ 宮城美里町北浦＊ 気仙沼市赤岩 気仙沼市笹が陣＊ 気仙沼市唐桑町＊ 気仙沼市本吉町西川内 気仙沼市本吉町津谷＊ 宮城加美町中新田＊ 宮城加美町小野田＊ 宮城加美町宮崎＊ 南三陸町歌津＊ 南三陸町志津川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,宮城県,涌谷町,3,丸森町鳥屋＊ 丸森町上滝 白石市亘理町＊ 仙台空港 名取市増田＊ 角田市角田＊ 岩沼市桜＊ 蔵王町円田＊ 大河原町新南＊ 村田町村田＊ 柴田町船岡 宮城川崎町前川＊ 亘理町悠里＊ 山元町浅生原＊ 七ヶ宿町関＊ 石巻市桃生町＊ 石巻市大街道南＊ 石巻市相野谷＊ 石巻市前谷地＊ 石巻市泉町 石巻市大瓜 石巻市鮎川浜＊ 石巻市北上町＊ 石巻市雄勝町＊ 塩竈市今宮町＊ 東松島市小野＊ 東松島市矢本＊ 松島町高城 七ヶ浜町東宮浜＊ 利府町利府＊ 大郷町粕川＊ 仙台青葉区大倉 仙台青葉区作並＊ 仙台青葉区雨宮＊ 仙台青葉区落合＊ 仙台宮城野区五輪 仙台宮城野区苦竹＊ 仙台若林区遠見塚＊ 仙台太白区山田＊ 仙台泉区将監＊ 多賀城市中央＊ 富谷市富谷＊ 大和町吉岡＊ 大衡村大衡＊ 女川町女川＊ 登米市中田町 登米市豊里町＊ 登米市登米町＊ 登米市米山町＊ 登米市南方町＊ 登米市迫町＊ 登米市東和町＊ 登米市石越町＊ 登米市津山町＊ 栗原市築館＊ 栗原市高清水＊ 栗原市若柳＊ 栗原市栗駒 栗原市鶯沢＊ 栗原市花山＊ 栗原市志波姫＊ 栗原市金成＊ 栗原市一迫＊ 大崎市古川三日町 大崎市古川大崎 大崎市古川旭＊ 大崎市松山＊ 大崎市三本木＊ 大崎市田尻＊ 大崎市鳴子＊ 大崎市鹿島台＊ 大崎市岩出山＊ 色麻町四竈＊ 涌谷町新町裏 宮城美里町木間塚＊ 宮城美里町北浦＊ 気仙沼市赤岩 気仙沼市笹が陣＊ 気仙沼市唐桑町＊ 気仙沼市本吉町西川内 気仙沼市本吉町津谷＊ 宮城加美町中新田＊ 宮城加美町小野田＊ 宮城加美町宮崎＊ 南三陸町歌津＊ 南三陸町志津川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,宮城県,宮城美里町,3,丸森町鳥屋＊ 丸森町上滝 白石市亘理町＊ 仙台空港 名取市増田＊ 角田市角田＊ 岩沼市桜＊ 蔵王町円田＊ 大河原町新南＊ 村田町村田＊ 柴田町船岡 宮城川崎町前川＊ 亘理町悠里＊ 山元町浅生原＊ 七ヶ宿町関＊ 石巻市桃生町＊ 石巻市大街道南＊ 石巻市相野谷＊ 石巻市前谷地＊ 石巻市泉町 石巻市大瓜 石巻市鮎川浜＊ 石巻市北上町＊ 石巻市雄勝町＊ 塩竈市今宮町＊ 東松島市小野＊ 東松島市矢本＊ 松島町高城 七ヶ浜町東宮浜＊ 利府町利府＊ 大郷町粕川＊ 仙台青葉区大倉 仙台青葉区作並＊ 仙台青葉区雨宮＊ 仙台青葉区落合＊ 仙台宮城野区五輪 仙台宮城野区苦竹＊ 仙台若林区遠見塚＊ 仙台太白区山田＊ 仙台泉区将監＊ 多賀城市中央＊ 富谷市富谷＊ 大和町吉岡＊ 大衡村大衡＊ 女川町女川＊ 登米市中田町 登米市豊里町＊ 登米市登米町＊ 登米市米山町＊ 登米市南方町＊ 登米市迫町＊ 登米市東和町＊ 登米市石越町＊ 登米市津山町＊ 栗原市築館＊ 栗原市高清水＊ 栗原市若柳＊ 栗原市栗駒 栗原市鶯沢＊ 栗原市花山＊ 栗原市志波姫＊ 栗原市金成＊ 栗原市一迫＊ 大崎市古川三日町 大崎市古川大崎 大崎市古川旭＊ 大崎市松山＊ 大崎市三本木＊ 大崎市田尻＊ 大崎市鳴子＊ 大崎市鹿島台＊ 大崎市岩出山＊ 色麻町四竈＊ 涌谷町新町裏 宮城美里町木間塚＊ 宮城美里町北浦＊ 気仙沼市赤岩 気仙沼市笹が陣＊ 気仙沼市唐桑町＊ 気仙沼市本吉町西川内 気仙沼市本吉町津谷＊ 宮城加美町中新田＊ 宮城加美町小野田＊ 宮城加美町宮崎＊ 南三陸町歌津＊ 南三陸町志津川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,宮城県,気仙沼市,2,丸森町鳥屋＊ 丸森町上滝 白石市亘理町＊ 仙台空港 名取市増田＊ 角田市角田＊ 岩沼市桜＊ 蔵王町円田＊ 大河原町新南＊ 村田町村田＊ 柴田町船岡 宮城川崎町前川＊ 亘理町悠里＊ 山元町浅生原＊ 七ヶ宿町関＊ 石巻市桃生町＊ 石巻市大街道南＊ 石巻市相野谷＊ 石巻市前谷地＊ 石巻市泉町 石巻市大瓜 石巻市鮎川浜＊ 石巻市北上町＊ 石巻市雄勝町＊ 塩竈市今宮町＊ 東松島市小野＊ 東松島市矢本＊ 松島町高城 七ヶ浜町東宮浜＊ 利府町利府＊ 大郷町粕川＊ 仙台青葉区大倉 仙台青葉区作並＊ 仙台青葉区雨宮＊ 仙台青葉区落合＊ 仙台宮城野区五輪 仙台宮城野区苦竹＊ 仙台若林区遠見塚＊ 仙台太白区山田＊ 仙台泉区将監＊ 多賀城市中央＊ 富谷市富谷＊ 大和町吉岡＊ 大衡村大衡＊ 女川町女川＊ 登米市中田町 登米市豊里町＊ 登米市登米町＊ 登米市米山町＊ 登米市南方町＊ 登米市迫町＊ 登米市東和町＊ 登米市石越町＊ 登米市津山町＊ 栗原市築館＊ 栗原市高清水＊ 栗原市若柳＊ 栗原市栗駒 栗原市鶯沢＊ 栗原市花山＊ 栗原市志波姫＊ 栗原市金成＊ 栗原市一迫＊ 大崎市古川三日町 大崎市古川大崎 大崎市古川旭＊ 大崎市松山＊ 大崎市三本木＊ 大崎市田尻＊ 大崎市鳴子＊ 大崎市鹿島台＊ 大崎市岩出山＊ 色麻町四竈＊ 涌谷町新町裏 宮城美里町木間塚＊ 宮城美里町北浦＊ 気仙沼市赤岩 気仙沼市笹が陣＊ 気仙沼市唐桑町＊ 気仙沼市本吉町西川内 気仙沼市本吉町津谷＊ 宮城加美町中新田＊ 宮城加美町小野田＊ 宮城加美町宮崎＊ 南三陸町歌津＊ 南三陸町志津川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,宮城県,宮城加美町,2,丸森町鳥屋＊ 丸森町上滝 白石市亘理町＊ 仙台空港 名取市増田＊ 角田市角田＊ 岩沼市桜＊ 蔵王町円田＊ 大河原町新南＊ 村田町村田＊ 柴田町船岡 宮城川崎町前川＊ 亘理町悠里＊ 山元町浅生原＊ 七ヶ宿町関＊ 石巻市桃生町＊ 石巻市大街道南＊ 石巻市相野谷＊ 石巻市前谷地＊ 石巻市泉町 石巻市大瓜 石巻市鮎川浜＊ 石巻市北上町＊ 石巻市雄勝町＊ 塩竈市今宮町＊ 東松島市小野＊ 東松島市矢本＊ 松島町高城 七ヶ浜町東宮浜＊ 利府町利府＊ 大郷町粕川＊ 仙台青葉区大倉 仙台青葉区作並＊ 仙台青葉区雨宮＊ 仙台青葉区落合＊ 仙台宮城野区五輪 仙台宮城野区苦竹＊ 仙台若林区遠見塚＊ 仙台太白区山田＊ 仙台泉区将監＊ 多賀城市中央＊ 富谷市富谷＊ 大和町吉岡＊ 大衡村大衡＊ 女川町女川＊ 登米市中田町 登米市豊里町＊ 登米市登米町＊ 登米市米山町＊ 登米市南方町＊ 登米市迫町＊ 登米市東和町＊ 登米市石越町＊ 登米市津山町＊ 栗原市築館＊ 栗原市高清水＊ 栗原市若柳＊ 栗原市栗駒 栗原市鶯沢＊ 栗原市花山＊ 栗原市志波姫＊ 栗原市金成＊ 栗原市一迫＊ 大崎市古川三日町 大崎市古川大崎 大崎市古川旭＊ 大崎市松山＊ 大崎市三本木＊ 大崎市田尻＊ 大崎市鳴子＊ 大崎市鹿島台＊ 大崎市岩出山＊ 色麻町四竈＊ 涌谷町新町裏 宮城美里町木間塚＊ 宮城美里町北浦＊ 気仙沼市赤岩 気仙沼市笹が陣＊ 気仙沼市唐桑町＊ 気仙沼市本吉町西川内 気仙沼市本吉町津谷＊ 宮城加美町中新田＊ 宮城加美町小野田＊ 宮城加美町宮崎＊ 南三陸町歌津＊ 南三陸町志津川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,宮城県,南三陸町,2,丸森町鳥屋＊ 丸森町上滝 白石市亘理町＊ 仙台空港 名取市増田＊ 角田市角田＊ 岩沼市桜＊ 蔵王町円田＊ 大河原町新南＊ 村田町村田＊ 柴田町船岡 宮城川崎町前川＊ 亘理町悠里＊ 山元町浅生原＊ 七ヶ宿町関＊ 石巻市桃生町＊ 石巻市大街道南＊ 石巻市相野谷＊ 石巻市前谷地＊ 石巻市泉町 石巻市大瓜 石巻市鮎川浜＊ 石巻市北上町＊ 石巻市雄勝町＊ 塩竈市今宮町＊ 東松島市小野＊ 東松島市矢本＊ 松島町高城 七ヶ浜町東宮浜＊ 利府町利府＊ 大郷町粕川＊ 仙台青葉区大倉 仙台青葉区作並＊ 仙台青葉区雨宮＊ 仙台青葉区落合＊ 仙台宮城野区五輪 仙台宮城野区苦竹＊ 仙台若林区遠見塚＊ 仙台太白区山田＊ 仙台泉区将監＊ 多賀城市中央＊ 富谷市富谷＊ 大和町吉岡＊ 大衡村大衡＊ 女川町女川＊ 登米市中田町 登米市豊里町＊ 登米市登米町＊ 登米市米山町＊ 登米市南方町＊ 登米市迫町＊ 登米市東和町＊ 登米市石越町＊ 登米市津山町＊ 栗原市築館＊ 栗原市高清水＊ 栗原市若柳＊ 栗原市栗駒 栗原市鶯沢＊ 栗原市花山＊ 栗原市志波姫＊ 栗原市金成＊ 栗原市一迫＊ 大崎市古川三日町 大崎市古川大崎 大崎市古川旭＊ 大崎市松山＊ 大崎市三本木＊ 大崎市田尻＊ 大崎市鳴子＊ 大崎市鹿島台＊ 大崎市岩出山＊ 色麻町四竈＊ 涌谷町新町裏 宮城美里町木間塚＊ 宮城美里町北浦＊ 気仙沼市赤岩 気仙沼市笹が陣＊ 気仙沼市唐桑町＊ 気仙沼市本吉町西川内 気仙沼市本吉町津谷＊ 宮城加美町中新田＊ 宮城加美町小野田＊ 宮城加美町宮崎＊ 南三陸町歌津＊ 南三陸町志津川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,福島県,福島市,4,福島市松木町 福島市五老内町＊ 福島市桜木町＊ 福島市飯野町＊ 二本松市油井＊ 二本松市金色＊ 二本松市針道＊ 二本松市小浜＊ 田村市都路町＊ 田村市船引町 田村市大越町＊ 田村市常葉町＊ 田村市滝根町＊ 福島伊達市前川原＊ 福島伊達市梁川町＊ 福島伊達市保原町＊ 福島伊達市霊山町＊ 福島伊達市月舘町＊ 桑折町谷地＊ 国見町藤田＊ 川俣町五百田＊ 泉崎村泉崎＊ 郡山市朝日 郡山市開成＊ 郡山市湖南町＊ 白河市新白河＊ 白河市東＊ 白河市表郷＊ 白河市郭内 白河市大信＊ 白河市八幡小路＊ 須賀川市八幡山＊ 須賀川市長沼支所＊ 須賀川市岩瀬支所＊ 須賀川市八幡町＊ 本宮市本宮＊ 本宮市白岩＊ 大玉村南小屋 大玉村玉井＊ 鏡石町不時沼＊ 天栄村下松本＊ 天栄村湯本支所＊ 中島村滑津＊ 矢吹町一本木＊ 石川町長久保＊ 玉川村小高＊ 浅川町浅川＊ 古殿町松川新桑原＊ 古殿町松川横川 小野町中通＊ 小野町小野新町＊ 西郷村熊倉＊ 棚倉町棚倉中居野 棚倉町棚倉舘ヶ丘＊ 矢祭町戸塚＊ 矢祭町東舘＊ 塙町塙＊ 鮫川村赤坂中野＊ 平田村永田＊ 三春町大町＊ 相馬市中村＊ 南相馬市小高区＊ 南相馬市原町区三島町 南相馬市鹿島区栃窪 南相馬市原町区高見町＊ 南相馬市原町区本町＊ 南相馬市鹿島区西町＊ 楢葉町北田＊ 双葉町両竹＊ 浪江町幾世橋 いわき市三和町 いわき市平四ツ波＊ いわき市平梅本＊ いわき市小名浜 いわき市錦町＊ 福島広野町下北迫大谷地原＊ 福島広野町下北迫苗代替＊ 富岡町本岡＊ 川内村上川内小山平＊ 川内村上川内早渡＊ 大熊町野上＊ 大熊町大川原＊ 葛尾村落合落合＊ 新地町谷地小屋＊ 飯舘村伊丹沢＊ 会津若松市追手町＊ 会津若松市材木町 会津若松市北会津町＊ 喜多方市高郷町＊ 喜多方市塩川町＊ 下郷町高陦＊ 下郷町塩生＊ 西会津町登世島＊ 西会津町野沢 磐梯町磐梯＊ 猪苗代町城南 猪苗代町千代田＊ 会津坂下町市中三番甲＊ 湯川村清水田＊ 柳津町柳津＊ 会津美里町新鶴庁舎＊ 会津美里町本郷庁舎＊ 会津美里町高田庁舎＊ 只見町黒谷＊ 南会津町田島 南会津町界＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,福島県,二本松市,4,福島市松木町 福島市五老内町＊ 福島市桜木町＊ 福島市飯野町＊ 二本松市油井＊ 二本松市金色＊ 二本松市針道＊ 二本松市小浜＊ 田村市都路町＊ 田村市船引町 田村市大越町＊ 田村市常葉町＊ 田村市滝根町＊ 福島伊達市前川原＊ 福島伊達市梁川町＊ 福島伊達市保原町＊ 福島伊達市霊山町＊ 福島伊達市月舘町＊ 桑折町谷地＊ 国見町藤田＊ 川俣町五百田＊ 泉崎村泉崎＊ 郡山市朝日 郡山市開成＊ 郡山市湖南町＊ 白河市新白河＊ 白河市東＊ 白河市表郷＊ 白河市郭内 白河市大信＊ 白河市八幡小路＊ 須賀川市八幡山＊ 須賀川市長沼支所＊ 須賀川市岩瀬支所＊ 須賀川市八幡町＊ 本宮市本宮＊ 本宮市白岩＊ 大玉村南小屋 大玉村玉井＊ 鏡石町不時沼＊ 天栄村下松本＊ 天栄村湯本支所＊ 中島村滑津＊ 矢吹町一本木＊ 石川町長久保＊ 玉川村小高＊ 浅川町浅川＊ 古殿町松川新桑原＊ 古殿町松川横川 小野町中通＊ 小野町小野新町＊ 西郷村熊倉＊ 棚倉町棚倉中居野 棚倉町棚倉舘ヶ丘＊ 矢祭町戸塚＊ 矢祭町東舘＊ 塙町塙＊ 鮫川村赤坂中野＊ 平田村永田＊ 三春町大町＊ 相馬市中村＊ 南相馬市小高区＊ 南相馬市原町区三島町 南相馬市鹿島区栃窪 南相馬市原町区高見町＊ 南相馬市原町区本町＊ 南相馬市鹿島区西町＊ 楢葉町北田＊ 双葉町両竹＊ 浪江町幾世橋 いわき市三和町 いわき市平四ツ波＊ いわき市平梅本＊ いわき市小名浜 いわき市錦町＊ 福島広野町下北迫大谷地原＊ 福島広野町下北迫苗代替＊ 富岡町本岡＊ 川内村上川内小山平＊ 川内村上川内早渡＊ 大熊町野上＊ 大熊町大川原＊ 葛尾村落合落合＊ 新地町谷地小屋＊ 飯舘村伊丹沢＊ 会津若松市追手町＊ 会津若松市材木町 会津若松市北会津町＊ 喜多方市高郷町＊ 喜多方市塩川町＊ 下郷町高陦＊ 下郷町塩生＊ 西会津町登世島＊ 西会津町野沢 磐梯町磐梯＊ 猪苗代町城南 猪苗代町千代田＊ 会津坂下町市中三番甲＊ 湯川村清水田＊ 柳津町柳津＊ 会津美里町新鶴庁舎＊ 会津美里町本郷庁舎＊ 会津美里町高田庁舎＊ 只見町黒谷＊ 南会津町田島 南会津町界＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,福島県,田村市,4,福島市松木町 福島市五老内町＊ 福島市桜木町＊ 福島市飯野町＊ 二本松市油井＊ 二本松市金色＊ 二本松市針道＊ 二本松市小浜＊ 田村市都路町＊ 田村市船引町 田村市大越町＊ 田村市常葉町＊ 田村市滝根町＊ 福島伊達市前川原＊ 福島伊達市梁川町＊ 福島伊達市保原町＊ 福島伊達市霊山町＊ 福島伊達市月舘町＊ 桑折町谷地＊ 国見町藤田＊ 川俣町五百田＊ 泉崎村泉崎＊ 郡山市朝日 郡山市開成＊ 郡山市湖南町＊ 白河市新白河＊ 白河市東＊ 白河市表郷＊ 白河市郭内 白河市大信＊ 白河市八幡小路＊ 須賀川市八幡山＊ 須賀川市長沼支所＊ 須賀川市岩瀬支所＊ 須賀川市八幡町＊ 本宮市本宮＊ 本宮市白岩＊ 大玉村南小屋 大玉村玉井＊ 鏡石町不時沼＊ 天栄村下松本＊ 天栄村湯本支所＊ 中島村滑津＊ 矢吹町一本木＊ 石川町長久保＊ 玉川村小高＊ 浅川町浅川＊ 古殿町松川新桑原＊ 古殿町松川横川 小野町中通＊ 小野町小野新町＊ 西郷村熊倉＊ 棚倉町棚倉中居野 棚倉町棚倉舘ヶ丘＊ 矢祭町戸塚＊ 矢祭町東舘＊ 塙町塙＊ 鮫川村赤坂中野＊ 平田村永田＊ 三春町大町＊ 相馬市中村＊ 南相馬市小高区＊ 南相馬市原町区三島町 南相馬市鹿島区栃窪 南相馬市原町区高見町＊ 南相馬市原町区本町＊ 南相馬市鹿島区西町＊ 楢葉町北田＊ 双葉町両竹＊ 浪江町幾世橋 いわき市三和町 いわき市平四ツ波＊ いわき市平梅本＊ いわき市小名浜 いわき市錦町＊ 福島広野町下北迫大谷地原＊ 福島広野町下北迫苗代替＊ 富岡町本岡＊ 川内村上川内小山平＊ 川内村上川内早渡＊ 大熊町野上＊ 大熊町大川原＊ 葛尾村落合落合＊ 新地町谷地小屋＊ 飯舘村伊丹沢＊ 会津若松市追手町＊ 会津若松市材木町 会津若松市北会津町＊ 喜多方市高郷町＊ 喜多方市塩川町＊ 下郷町高陦＊ 下郷町塩生＊ 西会津町登世島＊ 西会津町野沢 磐梯町磐梯＊ 猪苗代町城南 猪苗代町千代田＊ 会津坂下町市中三番甲＊ 湯川村清水田＊ 柳津町柳津＊ 会津美里町新鶴庁舎＊ 会津美里町本郷庁舎＊ 会津美里町高田庁舎＊ 只見町黒谷＊ 南会津町田島 南会津町界＊ 
